Tau FTBO,Tau FTBF,ki,kp,kd,dt,Nb de points de lecture Temp.
230,300,0.00333333,46,0,5000,10
Consigne CPU Temp,Température CPU,Heure,CPU Usage (%),CPU Frequency (MHz),Erreur,Correction dérivée,Correction intégrale,PWM signal,PWM signal clipped
60,55.8559,0:16:50,2.0202,1800,-4.14409,-0,-207.967,-278,0
60,56.7066,0:16:55,2.0202,700,-3.29342,-0,-262.857,-294,0
60,56.6456,0:17:1,3.04569,1800,-3.35444,-0,-318.764,-353,0
60,57.4674,0:17:6,3.04569,700,-2.53265,-0,-360.975,-357,0
60,57.4521,0:17:11,3.04569,1800,-2.54787,-0,-403.44,-400,0
60,58.2785,0:17:16,2.5,700,-1.72149,-0,-432.131,-391,0
60,58.3611,0:17:21,2.5,1800,-1.63885,-0,-459.445,-414,0
60,58.8077,0:17:26,2.5,700,-1.19229,-0,-479.317,-414,0
60,58.7063,0:17:32,2.03046,1800,-1.29372,-0,-500.879,-440,0
60,59.3292,0:17:37,2.03046,700,-0.670769,-0,-512.058,-422,0
60,59.7811,0:17:42,2.03046,1800,-0.218872,-0,-515.706,-405,0
60,60.0211,0:17:47,1.00503,700,0.0211182,0,-515.354,-394,0
60,60.1912,0:17:52,1.00503,1800,0.191216,0,-512.167,-383,0
60,60.1595,0:17:57,1.00503,700,0.159527,0,-509.509,-382,0
60,60.4973,0:18:3,3.06122,1800,0.497261,0,-501.221,-358,0
60,60.4336,0:18:8,3.06122,700,0.433632,0,-493.994,-354,0
60,61.0604,0:18:13,3.06122,1800,1.06037,0,-476.321,-307,0
60,61.5126,0:18:18,1.0101,1800,1.51264,0,-451.11,-261,0
60,62.2884,0:18:23,1.0101,1800,2.28837,0,-412.971,-187,0
60,62.2685,0:18:28,1.0101,700,2.26854,0,-375.162,-150,0
60,62.364,0:18:34,3.66492,1800,2.36396,0,-335.762,-107,0
60,62.2761,0:18:39,3.66492,1800,2.2761,0,-297.827,-73,0
60,62.9978,0:18:44,3.66492,700,2.99781,0,-247.864,10,0
60,62.4369,0:18:49,1.51515,1800,2.43688,0,-207.249,24,0
60,63.5009,0:18:54,1.51515,700,3.50089,0,-148.901,132,132
60,62.7794,0:18:59,1.51515,1800,2.7794,0,-102.577,145,145
60,63.1455,0:19:5,2.53807,700,3.14555,0,-50.1517,214,214
60,62.403,0:19:10,2.53807,1800,2.40296,0,-10.1023,220,220
60,62.5722,0:19:15,2.53807,700,2.5722,0,32.7678,271,255
60,61.9073,0:19:20,2.01005,1800,1.90733,0,64.5565,272,255
60,61.4999,0:19:25,2.01005,700,1.49994,0,89.5555,278,255
60,60.7287,0:19:30,2.01005,1800,0.728699,0,101.701,255,255
60,60.6516,0:19:36,1.5,700,0.651573,0,112.56,262,255
60,59.6212,0:19:41,1.5,1800,-0.378838,-0,106.246,208,208
60,59.5668,0:19:46,1.5,700,-0.433186,-0,99.0263,199,199
60,59.0744,0:19:51,1.04167,1800,-0.925617,-0,83.5994,161,161
60,58.8303,0:19:56,1.04167,700,-1.16967,-0,64.1049,130,130
60,58.1728,0:20:1,1.04167,700,-1.82717,-0,33.6521,69,0
60,58.448,0:20:7,3.06122,1800,-1.55202,-0,7.78507,56,0
60,58.6216,0:20:12,3.06122,700,-1.37841,-0,-15.1884,41,0
60,59.0286,0:20:17,3.06122,1800,-0.971436,-0,-31.379,43,0
60,59.7511,0:20:22,0.50505,700,-0.24894,-0,-35.528,73,0
60,60.0668,0:20:27,0.50505,1800,0.0668106,0,-34.4144,88,0
60,60.0984,0:20:32,0.50505,700,0.098381,0,-32.7748,91,0
60,60.2476,0:20:38,2.51256,1800,0.247643,0,-28.6474,102,0
60,60.9444,0:20:43,2.51256,1800,0.944366,0,-12.9079,150,150
60,60.8192,0:20:48,2.51256,700,0.819237,0,0.746001,158,158
60,60.1249,0:20:53,2.51256,700,0.12492,0,2.828,128,128
60,60.0555,0:20:58,2.51256,1800,0.0555,0,3.753,126,126
60,59.9999,0:21:3,2.51256,700,-0.000144958,-0,3.75058,123,123
60,60.5787,0:21:9,4,1800,0.578693,0,13.3955,160,160
60,60.5392,0:21:14,4,1800,0.539173,0,22.3817,167,167
60,60.5839,0:21:19,4,1800,0.583923,0,32.1138,178,178
60,60.3449,0:21:24,1.5,700,0.344891,0,37.8619,173,173
60,59.7853,0:21:29,1.5,1800,-0.21471,-0,34.2834,144,144
60,59.8267,0:21:34,1.5,700,-0.173271,-0,31.3956,143,143
60,58.8082,0:21:40,0.512821,700,-1.19183,-0,11.5317,76,0
60,59.3881,0:21:45,0.512821,1800,-0.611877,-0,1.33372,93,0
60,59.3487,0:21:50,0.512821,700,-0.651295,-0,-9.52119,80,0
60,60.0266,0:21:55,2.03046,1800,0.0265732,0,-9.0783,112,0
60,60.0457,0:22:0,2.03046,700,0.0456543,0,-8.3174,113,0
60,59.9015,0:22:5,2.03046,700,-0.0985298,-0,-9.95956,105,0
60,61.0072,0:22:11,3.66492,700,1.00715,0,6.82632,173,173
60,60.9229,0:22:16,3.66492,1800,0.92292,0,22.2083,184,184
60,61.0606,0:22:21,3.66492,700,1.0606,0,39.8849,208,208
60,60.2465,0:22:26,6.66667,700,0.246468,0,43.9927,175,175
60,59.532,0:22:31,6.66667,1800,-0.468048,-0,36.1919,134,134
60,59.6553,0:22:36,6.66667,700,-0.344704,-0,30.4469,134,134
60,59.4728,0:22:42,4.73684,1800,-0.527168,-0,21.6607,117,0
60,60.0877,0:22:47,4.73684,700,0.0876846,0,23.1221,147,147
60,59.5161,0:22:52,4.73684,700,-0.483929,-0,15.0567,112,0
60,59.3615,0:22:57,1.52284,1800,-0.638489,-0,4.41517,95,0
60,60.3201,0:23:2,1.52284,700,0.320057,0,9.74945,144,144
60,59.8802,0:23:7,1.52284,1800,-0.119789,-0,7.75297,122,122
60,60.5667,0:23:13,1.01523,1800,0.566723,0,17.1984,163,163
60,60.538,0:23:18,1.01523,700,0.537975,0,26.1646,170,170
60,60.1455,0:23:23,1.01523,1800,0.1455,0,28.5896,155,155
60,60.0089,0:23:28,1.50754,1800,0.00885773,0,28.7372,149,149
60,60.19,0:23:33,1.50754,600,0.189991,0,31.9038,160,160
60,59.7698,0:23:38,1.50754,700,-0.230206,-0,28.067,137,137
60,59.3869,0:23:44,2.01005,1800,-0.613117,-0,17.8484,109,0
60,61.3453,0:23:49,2.01005,1800,1.34529,0,40.27,222,222
60,61.4924,0:23:54,2.01005,1800,1.49243,0,65.1438,253,253
60,60.5818,0:23:59,8.27068,1800,0.581848,0,74.8413,221,221
60,62.244,0:24:4,8.27068,1800,2.24399,0,112.241,335,255
60,63.3355,0:24:9,8.27068,1800,3.3355,0,167.833,441,255
70,63.4934,0:24:15,26.7677,1800,-6.50665,-0,59.3887,-119,0
70,63.9961,0:24:20,26.7677,1800,-6.00386,-0,-40.6756,-196,0
70,64.436,0:24:25,26.7677,1800,-5.56398,-0,-133.409,-269,0
70,65.6001,0:24:30,26.3959,1800,-4.39989,-0,-206.74,-289,0
70,65.9113,0:24:35,26.3959,1800,-4.08868,-0,-274.885,-342,0
70,65.358,0:24:40,26.3959,1800,-4.64196,-0,-352.251,-445,0
60,64.8644,0:24:46,2.0202,1800,4.86441,0,-271.177,72,0
60,65.2533,0:24:51,2.0202,1800,5.25334,0,-183.622,178,178
60,66.6071,0:24:56,2.0202,1800,6.60713,0,-73.5028,350,255
70,66.6451,0:25:1,26.3959,1800,-3.35488,-0,-129.417,-163,0
70,65.334,0:25:6,26.3959,1800,-4.66599,-0,-207.184,-301,0
70,66.2743,0:25:11,26.3959,1800,-3.72569,-0,-269.279,-320,0
70,67.9754,0:25:17,30.2083,1800,-2.02457,-0,-303.022,-276,0
70,69.1683,0:25:22,30.2083,1800,-0.831749,-0,-316.884,-235,0
70,69.5797,0:25:27,30.2083,1800,-0.420273,-0,-323.889,-223,0
70,70.6436,0:25:32,27.0408,1800,0.643578,0,-313.162,-163,0
70,71.3831,0:25:37,27.0408,1800,1.38306,0,-290.111,-106,0
70,71.6518,0:25:42,27.0408,1800,1.65181,0,-262.581,-66,0
70,71.3378,0:25:48,27.4112,1800,1.33778,0,-240.285,-58,0
70,72.3291,0:25:53,27.4112,1800,2.32909,0,-201.467,25,0
70,73.11,0:25:58,27.4112,1800,3.11001,0,-149.633,113,0
70,73.7725,0:26:3,26.9036,1800,3.77251,0,-86.758,206,206
70,74.1796,0:26:8,26.9036,1800,4.17965,0,-17.0972,295,255
70,73.5873,0:26:13,26.9036,1800,3.58727,0,42.6906,327,255
70,73.6741,0:26:19,28.718,1800,3.67413,0,103.926,392,255
70,72.7575,0:26:24,28.718,1800,2.75751,0,149.885,396,255
70,71.8867,0:26:29,28.718,1800,1.88665,0,181.329,388,255
70,71.9944,0:26:34,27.0408,1800,1.99437,0,214.568,426,255
70,71.5181,0:26:39,27.0408,1800,1.51814,0,239.871,429,255
70,71.0322,0:26:44,27.0408,1800,1.03222,0,257.074,424,255
70,70.7888,0:26:50,28.718,1800,0.788826,0,270.221,426,255
70,70.3262,0:26:55,28.718,1800,0.326187,0,275.658,410,255
70,69.7442,0:27:0,28.718,1800,-0.255783,-0,271.395,379,255
70,69.5399,0:27:5,27.7778,1800,-0.460075,-0,263.727,362,255
70,69.1299,0:27:10,27.7778,1800,-0.870102,-0,249.225,329,255
70,68.6506,0:27:16,27.7778,1800,-1.34941,-0,226.735,284,255
70,68.4079,0:27:21,37.3333,1800,-1.59214,-0,200.199,246,246
70,68.2862,0:27:26,37.3333,1800,-1.71381,-0,171.636,212,212
70,67.9331,0:27:31,37.3333,1800,-2.06688,-0,137.188,162,162
70,68.8718,0:27:37,30.0518,1800,-1.12819,-0,118.385,186,186
70,68.6248,0:27:42,30.0518,1800,-1.37521,-0,95.4644,152,152
70,68.3079,0:27:47,30.0518,1800,-1.69212,-0,67.2625,109,0
70,69.0554,0:27:52,26.3158,1800,-0.944611,-0,51.519,128,128
70,69.6171,0:27:57,26.3158,1800,-0.382858,-0,45.138,147,147
70,69.8681,0:28:2,26.3158,1800,-0.131882,-0,42.94,156,156
70,69.8445,0:28:8,28.125,1800,-0.155487,-0,40.3485,153,153
70,69.6961,0:28:13,28.125,1800,-0.303947,-0,35.2827,141,141
70,69.6325,0:28:18,28.125,1800,-0.367493,-0,29.1579,132,132
60,67.2886,0:28:23,5.12821,1800,7.28856,0,150.634,605,255
60,66.6646,0:28:28,5.12821,1800,6.66456,0,261.71,688,255
60,65.4821,0:28:33,5.12821,1800,5.48206,0,353.078,725,255
60,66.0943,0:28:39,18.4211,1800,6.09431,0,454.649,854,255
60,66.8373,0:28:44,18.4211,1800,6.83733,0,568.605,1003,255
60,66.6681,0:28:49,18.4211,1800,6.66814,0,679.741,1106,255
70,66.846,0:28:54,28.0612,1800,-3.15398,-0,627.174,602,255
70,66.4742,0:28:59,28.0612,1800,-3.52579,-0,568.411,526,255
70,66.437,0:29:4,28.0612,1800,-3.56297,-0,509.028,465,255
70,65.8976,0:29:10,27.4112,1800,-4.10239,-0,440.655,371,255
70,65.6489,0:29:15,27.4112,1800,-4.35114,-0,368.136,287,255
70,66.0623,0:29:20,27.4112,1800,-3.93771,-0,302.508,241,241
70,65.3731,0:29:25,28.3505,1800,-4.62687,-0,225.393,132,132
70,63.1127,0:29:30,28.3505,1800,-6.88728,-0,110.605,-86,0
70,62.351,0:29:35,28.3505,1800,-7.64902,-0,-16.8787,-248,0
85,62.6157,0:29:41,100,1800,-22.3843,-0,-389.95,-10566,0
85,62.7396,0:29:46,100,1800,-22.2604,-0,-760.957,-10880,0
85,63.726,0:29:51,100,1800,-21.274,-0,-1115.52,-10781,0
60,63.5811,0:29:56,7.40741,1800,3.5811,0,-1055.84,-771,0
60,64.4432,0:30:1,7.40741,1800,4.44321,0,-981.786,-657,0
60,65.7469,0:30:6,7.40741,1800,5.74693,0,-886.004,-501,0
70,66.2182,0:30:12,28.125,1800,-3.78181,-0,-949.034,-1002,0
70,67.775,0:30:17,28.125,1800,-2.22498,-0,-986.117,-968,0
70,67.9794,0:30:22,28.125,1800,-2.02059,-0,-1019.79,-992,0
70,67.9998,0:30:27,31.9797,1800,-2.00016,-0,-1053.13,-1025,0
70,68.6837,0:30:32,31.9797,1800,-1.31631,-0,-1075.07,-1015,0
70,68.7521,0:30:37,31.9797,1800,-1.24792,-0,-1095.87,-1033,0
70,69.4894,0:30:43,28.934,1800,-0.51059,-0,-1104.38,-1007,0
70,69.6605,0:30:48,28.934,1800,-0.339462,-0,-1110.03,-1005,0
70,70.1647,0:30:53,28.934,1800,0.164658,0,-1107.29,-979,0
70,70.3125,0:30:58,26.3959,1800,0.312469,0,-1102.08,-967,0
70,70.5708,0:31:3,26.3959,1800,0.570755,0,-1092.57,-946,0
70,71.3271,0:31:8,26.3959,1800,1.32708,0,-1070.45,-889,0
70,71.5001,0:31:14,26.7677,1800,1.50011,0,-1045.45,-856,0
70,71.907,0:31:19,26.7677,1800,1.90701,0,-1013.67,-805,0
70,72.0938,0:31:24,26.7677,1800,2.0938,0,-978.77,-762,0
70,72.2586,0:31:29,27.4112,1800,2.25858,0,-941.127,-717,0
70,72.6647,0:31:34,27.4112,1800,2.66466,0,-896.716,-654,0
70,72.9001,0:31:39,27.4112,1800,2.90007,0,-848.381,-594,0
70,73.2158,0:31:45,26.7677,1800,3.21581,0,-794.784,-526,0
70,73.637,0:31:50,26.7677,1800,3.63698,0,-734.168,-446,0
70,74.1174,0:31:55,26.7677,1800,4.1174,0,-665.545,-356,0
70,74.1167,0:32:0,26.2626,1800,4.11674,0,-596.932,-287,0
70,74.068,0:32:5,26.2626,1800,4.06798,0,-529.133,-222,0
70,74.6962,0:32:10,26.2626,1800,4.6962,0,-450.863,-114,0
70,74.8564,0:32:16,26.943,1800,4.85642,0,-369.922,-26,0
70,74.8724,0:32:21,26.943,1800,4.87244,0,-288.715,55,0
70,75.1175,0:32:26,26.943,1800,5.11754,0,-203.423,151,151
70,75.2395,0:32:31,27.0408,1800,5.23946,0,-116.098,244,244
70,75.0081,0:32:36,27.0408,1800,5.00815,0,-32.6293,317,255
70,74.011,0:32:41,27.0408,1800,4.01102,0,34.221,338,255
70,73.5704,0:32:47,27.1357,1800,3.5704,0,93.7277,377,255
70,73.0393,0:32:52,27.1357,1800,3.03934,0,144.383,404,255
70,72.0609,0:32:57,27.1357,1800,2.06094,0,178.732,393,255
70,71.6222,0:33:2,26.7677,1800,1.6222,0,205.769,400,255
70,70.8478,0:33:7,26.7677,1800,0.847824,0,219.899,378,255
70,70.186,0:33:12,26.7677,1800,0.185989,0,222.999,351,255
75,69.8276,0:33:18,52.5773,1800,-5.1724,-0,136.793,18,0
75,69.6457,0:33:23,52.5773,1800,-5.35434,-0,47.5536,-78,0
75,70.0171,0:33:28,52.5773,1800,-4.98293,-0,-35.4953,-144,0
70,70.1516,0:33:33,27.9188,1800,0.151611,0,-32.9684,94,0
70,70.4573,0:33:38,27.9188,1800,0.45726,0,-25.3474,115,0
70,69.8547,0:33:43,27.9188,1800,-0.145271,-0,-27.7686,85,0
85,69.4536,0:33:49,92.5532,1800,-15.5464,-0,-286.876,-7318,0
85,69.6083,0:33:54,92.5532,1800,-15.3917,-0,-543.405,-7503,0
85,71.523,0:33:59,92.5532,1800,-13.477,-0,-768.021,-6847,0
60,70.7405,0:34:4,19.1489,1800,10.7405,0,-589.012,25,0
60,70.6136,0:34:9,19.1489,1800,10.6136,0,-412.12,196,196
60,69.9191,0:34:14,19.1489,700,9.91905,0,-246.802,329,255
60,70.1418,0:34:20,5.88235,1800,10.1418,0,-77.7721,508,255
60,70.4563,0:34:25,5.88235,1800,10.4563,0,96.4993,697,255
60,70.5851,0:34:30,5.88235,1800,10.5851,0,272.918,879,255
60,70.598,0:34:35,20.8633,1800,10.598,0,449.552,1057,255
60,70.8915,0:34:40,20.8633,1800,10.8915,0,631.077,1252,255
60,71.1157,0:34:45,20.8633,1800,11.1157,0,816.338,1447,255
70,71.479,0:34:51,44.3662,1800,1.47897,0,840.987,1029,255
70,71.077,0:34:56,44.3662,1800,1.077,0,858.937,1028,255
70,70.7446,0:35:1,44.3662,1800,0.744606,0,871.347,1025,255
70,70.2731,0:35:6,26.9036,1800,0.273064,0,875.898,1008,255
70,69.7389,0:35:11,26.9036,1800,-0.261093,-0,871.547,979,255
70,69.3446,0:35:16,26.9036,1800,-0.655411,-0,860.623,950,255
70,69.2565,0:35:22,28.1407,1800,-0.743538,-0,848.231,934,255
70,68.7607,0:35:27,28.1407,1800,-1.23935,-0,827.575,890,255
70,68.3215,0:35:32,28.1407,1800,-1.67853,-0,799.6,842,255
70,68.0827,0:35:37,28.5714,1800,-1.91725,-0,767.645,799,255
70,67.6206,0:35:42,28.5714,1800,-2.37943,-0,727.988,738,255
70,67.6718,0:35:47,28.5714,1800,-2.32823,-0,689.184,702,255
70,67.4821,0:35:53,27.6382,1800,-2.51792,-0,647.219,651,255
70,67.1222,0:35:58,27.6382,1800,-2.87779,-0,599.256,586,255
70,66.5992,0:36:3,27.6382,1800,-3.40077,-0,542.576,506,255
70,66.6443,0:36:8,26.6667,1800,-3.35567,-0,486.648,452,255
70,66.5514,0:36:13,26.6667,1800,-3.44856,-0,429.172,390,255
70,66.2012,0:36:18,26.6667,1800,-3.79875,-0,365.86,311,255
70,65.9714,0:36:24,26.5306,1800,-4.02857,-0,298.717,233,233
70,65.9484,0:36:29,26.5306,1800,-4.05156,-0,231.191,164,164
70,65.8,0:36:34,26.5306,1800,-4.19995,-0,161.192,87,0
70,65.98,0:36:39,28.5714,1800,-4.01999,-0,94.192,29,0
70,66.1928,0:36:44,28.5714,1800,-3.8072,-0,30.7387,-24,0
70,67.2855,0:36:49,28.5714,1800,-2.71452,-0,-14.5033,-19,0
70,67.5408,0:36:55,30.1587,1800,-2.45915,-0,-55.4891,-48,0
70,68.5404,0:37:0,30.1587,1800,-1.45961,-0,-79.816,-26,0
70,69.2247,0:37:5,30.1587,1800,-0.775253,-0,-92.7369,-8,0
70,70.0237,0:37:10,26.5306,1800,0.023674,0,-92.3423,28,0
70,70.0549,0:37:15,26.5306,1800,0.0548706,0,-91.4278,31,0
70,70.8859,0:37:20,26.5306,1800,0.885887,0,-76.663,84,0
70,71.2612,0:37:26,28.4974,1800,1.26119,0,-55.6431,122,122
70,71.8831,0:37:31,28.4974,1800,1.88313,0,-24.2577,182,182
70,72.0427,0:37:36,28.4974,1800,2.04271,0,9.78745,223,223
70,71.7178,0:37:41,27.8351,1800,1.71777,0,38.417,237,237
70,71.3444,0:37:46,27.8351,1800,1.34438,0,60.8233,242,242
70,70.7226,0:37:51,27.8351,1800,0.722641,0,72.8673,226,226
70,70.2222,0:37:57,28.7958,1800,0.222168,0,76.5701,206,206
70,69.8799,0:38:2,28.7958,1800,-0.120079,-0,74.5688,189,189
70,69.8457,0:38:7,28.7958,1800,-0.154312,-0,71.9969,184,184
70,69.7936,0:38:13,26.9036,1800,-0.206429,-0,68.5564,179,179
70,69.6423,0:38:18,26.9036,1800,-0.357742,-0,62.5941,166,166
70,69.481,0:38:23,26.9036,1800,-0.518967,-0,53.9446,150,150
70,69.7084,0:38:28,39.0625,1800,-0.291595,-0,49.0847,155,155
70,69.8285,0:38:33,39.0625,1800,-0.171463,-0,46.227,158,158
70,69.4997,0:38:38,39.0625,1800,-0.500343,-0,37.8879,134,134
70,69.3694,0:38:44,28.2051,1800,-0.63063,-0,27.3774,118,0
70,70.0381,0:38:49,28.2051,1800,0.0381393,0,28.0131,149,149
70,70.0563,0:38:54,28.2051,1800,0.0563202,0,28.9517,151,151
70,70.3016,0:38:59,26.9036,1800,0.301636,0,33.979,167,167
70,69.8879,0:39:4,26.9036,1800,-0.112137,-0,32.11,146,146
70,69.7004,0:39:9,26.9036,1800,-0.299606,-0,27.1166,133,133
70,69.8764,0:39:15,26.9036,1800,-0.123558,-0,25.0573,139,139
70,69.9427,0:39:20,26.9036,1800,-0.0572586,-0,24.103,141,141
70,70.1929,0:39:25,26.9036,1800,0.192879,0,27.3176,156,156
70,69.6822,0:39:30,27.6923,1800,-0.31781,-0,22.0208,127,127
70,70.2155,0:39:35,27.6923,1800,0.215523,0,25.6129,155,155
70,69.7819,0:39:40,27.6923,1800,-0.218147,-0,21.9771,131,131
70,69.8359,0:39:46,31.7708,1800,-0.164108,-0,19.2419,131,131
70,70.2796,0:39:51,31.7708,1800,0.279594,0,23.9018,156,156
70,70.4701,0:39:56,31.7708,1800,0.470062,0,31.7362,173,173
75,70.5378,0:40:1,59.0551,1800,-4.46219,-0,-42.6336,-127,0
75,70.155,0:40:6,59.0551,1800,-4.84502,-0,-123.384,-226,0
75,71.042,0:40:11,59.0551,1800,-3.95799,-0,-189.35,-251,0
70,71.569,0:40:17,29.4737,1800,1.56901,0,-163.2,28,0
70,72.2548,0:40:22,29.4737,1800,2.25481,0,-125.62,98,0
70,72.3721,0:40:27,29.4737,1800,2.37209,0,-86.0854,143,143
70,73.1143,0:40:32,27.7778,1800,3.11431,0,-34.1802,229,229
70,72.9937,0:40:37,27.7778,1800,2.99373,0,15.7152,273,255
70,72.4947,0:40:42,27.7778,1800,2.49467,0,57.2932,292,255
70,72.25,0:40:48,28.5714,1800,2.24997,0,94.7926,318,255
70,71.495,0:40:53,28.5714,1800,1.495,0,119.709,308,255
70,71.2734,0:40:58,28.5714,1800,1.2734,0,140.933,319,255
70,70.1311,0:41:3,27.2727,1800,0.131142,0,143.118,269,255
70,69.8708,0:41:8,27.2727,1800,-0.129189,-0,140.965,255,255
70,69.6013,0:41:13,27.2727,1800,-0.39872,-0,134.32,235,235
70,68.9412,0:41:19,27.2727,1800,-1.05877,-0,116.674,187,187
70,69.1187,0:41:24,27.2727,1800,-0.881271,-0,101.986,181,181
70,68.7469,0:41:29,27.2727,1800,-1.25313,-0,81.1004,143,143
70,68.7097,0:41:34,27.2727,1800,-1.29031,-0,59.5953,120,0
70,69.1443,0:41:39,27.2727,1800,-0.855728,-0,45.3332,125,125
70,69.5286,0:41:44,27.2727,1800,-0.471367,-0,37.4771,135,135
70,69.4697,0:41:50,27.6923,1800,-0.530334,-0,28.6382,124,124
70,69.6586,0:41:55,27.6923,1800,-0.341431,-0,22.9477,127,127
70,69.7262,0:42:0,27.6923,1800,-0.273842,-0,18.3836,125,125
