Tau FTBO,Tau FTBF,ki,kp,kd,dt,Nb de points de lecture Temp.
230,300,0.00333333,46,0,5000,10
Consigne CPU Temp,Température CPU,Heure,CPU Usage (%),CPU Frequency (MHz),Erreur,Correction proportionnelle,P_range,Correction intégrale,PWM signal,PWM signal clipped
60,60.1972,12:27:56,1.5544,1800,0.197166,11.7906,1.3,14.538,146,146
60,59.7705,12:28:1,1.5544,700,-0.229485,-13.7232,1.3,10.7133,116,0
60,60.5071,12:28:6,1.52284,1800,0.507057,30.322,1.3,19.1642,169,169
60,59.9476,12:28:11,1.52284,700,-0.0523872,-3.13276,1.3,18.2911,135,135
60,59.5508,12:28:16,1.52284,700,-0.449242,-26.8647,1.3,10.8038,103,0
60,60.1442,12:28:22,3.125,700,0.144184,8.62221,1.3,13.2068,141,141
60,60.2522,12:28:27,3.125,1800,0.25222,15.0828,1.3,17.4105,152,152
60,60.75,12:28:32,3.125,700,0.750023,44.8514,1.3,29.9109,194,194
60,59.9719,12:28:37,2.01005,700,-0.0280991,-1.68032,1.3,29.4426,147,147
60,59.2123,12:28:42,2.01005,1800,-0.787712,-47.1052,1.3,16.314,89,0
60,59.7694,12:28:47,2.01005,700,-0.230568,-13.788,1.3,12.4712,118,0
60,59.8251,12:28:53,2.53807,1800,-0.174854,-10.4563,1.3,9.557,119,0
60,60.6099,12:28:58,2.53807,700,0.609917,36.473,1.3,19.7223,176,176
60,60.7371,12:29:3,2.53807,1800,0.737099,44.0785,1.3,32.0073,196,196
60,61.042,12:29:9,0.50505,1800,1.04202,62.3125,1.3,49.3742,231,231
60,60.1959,12:29:14,0.50505,700,0.195904,11.715,1.3,52.6392,184,184
60,59.4295,12:29:19,0.50505,1800,-0.570507,-34.1163,1.3,43.1308,129,129
60,59.5476,12:29:24,1.00503,700,-0.452354,-27.0508,1.3,35.5915,128,128
60,59.5108,12:29:29,1.00503,1800,-0.489235,-29.2563,1.3,27.4376,118,0
60,60.0428,12:29:34,1.00503,700,0.042778,2.55813,1.3,28.1506,150,150
60,59.8525,12:29:40,1.52284,700,-0.147522,-8.82181,1.3,25.6919,136,136
60,59.3952,12:29:45,1.52284,1800,-0.604847,-36.1698,1.3,15.6111,99,0
60,59.5929,12:29:50,1.52284,700,-0.407082,-24.3435,1.3,8.82641,104,0
60,60.0997,12:29:55,4.52261,1800,0.0996933,5.96166,1.3,10.488,136,136
60,60.3452,12:30:0,4.52261,700,0.345173,20.6413,1.3,16.2409,156,156
60,59.5418,12:30:5,4.52261,700,-0.458183,-27.3994,1.3,8.60446,101,0
60,60.0946,12:30:11,2.01005,1800,0.0945854,5.65621,1.3,10.1809,135,135
60,60.8317,12:30:16,2.01005,1800,0.831665,49.7336,1.3,24.042,193,193
60,60.7106,12:30:21,2.01005,700,0.710571,42.4922,1.3,35.8848,198,198
60,59.8219,12:30:26,1.01523,700,-0.178143,-10.6529,1.3,32.9158,142,142
60,59.6356,12:30:31,1.01523,1800,-0.36441,-21.7917,1.3,26.8423,125,125
60,59.5683,12:30:36,1.01523,700,-0.43174,-25.818,1.3,19.6466,113,0
60,60.2433,12:30:42,2.52525,1800,0.243328,14.551,1.3,23.7021,158,158
60,60.0186,12:30:47,2.52525,700,0.0186386,1.11459,1.3,24.0127,145,145
60,60.0449,12:30:52,2.52525,1800,0.0448685,2.68313,1.3,24.7605,147,147
60,59.5605,12:30:57,4.10256,1800,-0.439507,-26.2825,1.3,17.4354,111,0
60,60.0478,12:31:2,4.10256,700,0.0477524,2.85559,1.3,18.2313,141,141
60,59.9991,12:31:7,4.10256,1800,-0.000923157,-0.0552048,1.3,18.2159,138,138
60,60.2864,12:31:13,1.00503,1800,0.286415,17.1276,1.3,22.9895,160,160
60,60.3151,12:31:18,1.00503,700,0.315147,18.8458,1.3,28.242,167,167
60,60.4641,12:31:23,1.00503,1800,0.464119,27.7543,1.3,35.9773,183,183
60,59.9433,12:31:28,12.0419,1800,-0.0566826,-3.38962,1.3,35.0326,151,151
60,60.2808,12:31:33,12.0419,1800,0.280834,16.7939,1.3,39.7131,176,176
60,60.0711,12:31:38,12.0419,700,0.0710831,4.25077,1.3,40.8978,165,165
60,59.3683,12:31:44,1.01523,1800,-0.631691,-37.7751,1.3,30.3697,112,0
60,59.3467,12:31:49,1.01523,700,-0.653271,-39.0656,1.3,19.4818,100,0
60,59.0524,12:31:54,1.01523,700,-0.947624,-56.6679,1.3,3.68808,67,0
60,59.8995,12:31:59,3.53535,1800,-0.100456,-6.00728,1.3,2.01381,116,0
60,60.4713,12:32:4,3.53535,1800,0.47126,28.1814,1.3,9.86814,158,158
60,60.5284,12:32:9,3.53535,700,0.528431,31.6002,1.3,18.6753,170,170
60,59.9985,12:32:15,1.51515,1800,-0.00154877,-0.0926163,1.3,18.6495,138,138
60,60.0916,12:32:20,1.51515,700,0.0915527,5.47485,1.3,20.1754,145,145
60,59.2729,12:32:25,1.51515,700,-0.727051,-43.4776,1.3,8.05788,84,0
60,59.6781,12:32:30,2.0202,1800,-0.321907,-19.25,1.3,2.69276,103,0
60,60.303,12:32:35,2.0202,700,0.303017,18.1204,1.3,7.74304,145,145
60,60.1707,12:32:40,2.0202,1800,0.170708,10.2083,1.3,10.5882,140,140
60,60.2549,12:32:46,0.50505,700,0.254875,15.2415,1.3,14.8361,150,150
60,60.1172,12:32:51,0.50505,1800,0.117195,7.00827,1.3,16.7893,143,143
60,60.2008,12:32:56,0.50505,700,0.200817,12.0089,1.3,20.1363,152,152
60,60.3066,12:33:1,3.5533,1800,0.306587,18.3339,1.3,25.2461,163,163
60,59.8789,12:33:6,3.5533,700,-0.121136,-7.24392,1.3,23.2271,135,135
60,59.6413,12:33:11,3.5533,1800,-0.358711,-21.4509,1.3,17.2486,115,0
60,59.7636,12:33:17,1.00503,700,-0.23637,-14.1349,1.3,13.3091,119,0
60,60.3116,12:33:22,1.00503,1800,0.311565,18.6316,1.3,18.5019,157,157
60,59.8794,12:33:27,1.00503,700,-0.120647,-7.21472,1.3,16.4911,129,129
60,60.177,12:33:32,3.15789,700,0.17704,10.587,1.3,19.4418,150,150
60,59.5737,12:33:37,3.15789,700,-0.426292,-25.4923,1.3,12.3369,106,0
60,59.7569,12:33:42,3.15789,1800,-0.243126,-14.5389,1.3,8.28479,113,0
60,60.2622,12:33:48,0.518135,1800,0.262196,15.6793,1.3,12.6547,148,148
60,61.0919,12:33:53,0.518135,700,1.09193,65.2972,1.3,30.8535,216,216
60,60.5418,12:33:58,0.518135,1800,0.541798,32.3995,1.3,39.8835,192,192
60,60.779,12:34:3,4.14508,1800,0.778984,46.5832,1.3,52.8665,219,219
60,60.754,12:34:8,4.14508,700,0.754005,45.0895,1.3,65.4333,230,230
60,59.2418,12:34:13,4.14508,1800,-0.758198,-45.3402,1.3,52.7966,127,127
60,59.6263,12:34:19,1.5,700,-0.373718,-22.3484,1.3,46.568,144,144
60,59.1777,12:34:24,1.5,1800,-0.822273,-49.1719,1.3,32.8635,103,0
60,59.8147,12:34:29,1.5,700,-0.185322,-11.0822,1.3,29.7748,138,138
60,59.7323,12:34:34,2.0202,1800,-0.267731,-16.0103,1.3,25.3126,129,129
60,59.5292,12:34:39,2.0202,700,-0.470776,-28.1524,1.3,17.4663,109,0
60,59.3628,12:34:44,2.0202,1800,-0.637177,-38.1032,1.3,6.84671,88,0
60,59.8819,12:34:50,1.00503,700,-0.118114,-7.06325,1.3,4.87814,117,0
60,59.9338,12:34:55,1.00503,1800,-0.0662117,-3.95946,1.3,3.77461,119,0
60,60.4747,12:35:0,1.00503,700,0.474682,28.386,1.3,11.686,160,160
60,60.2366,12:35:5,4.06091,700,0.236565,14.1466,1.3,15.6287,149,149
60,60.3102,12:35:10,4.06091,1800,0.310162,18.5477,1.3,20.7981,159,159
60,60.2688,12:35:15,4.06091,700,0.268818,16.0753,1.3,25.2784,161,161
60,60.2647,12:35:21,1.03627,1800,0.264687,15.8283,1.3,29.6898,165,165
60,59.9721,12:35:26,1.03627,700,-0.0279236,-1.66983,1.3,29.2244,147,147
60,59.6019,12:35:31,1.03627,1800,-0.39809,-23.8058,1.3,22.5896,118,0
60,59.7597,12:35:36,0.50505,700,-0.240303,-14.3701,1.3,18.5845,124,124
60,60.019,12:35:41,0.50505,1800,0.0189743,1.13466,1.3,18.9008,140,140
60,59.9962,12:35:46,0.50505,700,-0.00379562,-0.226978,1.3,18.8375,138,138
60,59.3121,12:35:52,2.0202,700,-0.687878,-41.1351,1.3,7.37288,86,0
60,59.5359,12:35:57,2.0202,1800,-0.464088,-27.7525,1.3,-0.361925,91,0
60,60.1427,12:36:2,2.0202,700,0.142693,8.53302,1.3,2.01628,130,130
60,60.593,12:36:7,3.06122,1800,0.592976,35.4599,1.3,11.8992,167,167
60,60.638,12:36:12,3.06122,1800,0.638,38.1524,1.3,22.5326,180,180
60,60.7399,12:36:17,3.06122,1800,0.739906,44.2464,1.3,34.8643,199,199
60,60.2144,12:36:23,1.02564,700,0.214394,12.8207,1.3,38.4375,171,171
60,60.0157,12:36:28,1.02564,1800,0.0157394,0.941219,1.3,38.6999,159,159
60,59.4602,12:36:33,1.02564,700,-0.539825,-32.2816,1.3,29.7028,117,0
60,59.4533,12:36:38,2.51256,1800,-0.54668,-32.6915,1.3,20.5914,107,0
60,60.0857,12:36:43,2.51256,1800,0.0857353,5.12697,1.3,22.0204,147,147
60,60.3438,12:36:48,2.51256,700,0.343781,20.5581,1.3,27.75,168,168
60,60.5157,12:36:54,3.125,700,0.515678,30.8376,1.3,36.3447,187,187
60,59.5589,12:36:59,3.125,700,-0.441132,-26.3797,1.3,28.9925,122,122
60,58.7814,12:37:4,3.125,1800,-1.21861,-72.8728,1.3,8.68234,55,0
60,59.9698,12:37:9,2.01005,700,-0.030159,-1.80351,1.3,8.17969,126,126
60,59.6504,12:37:14,2.01005,1800,-0.349609,-20.9066,1.3,2.35286,101,0
60,60.5437,12:37:19,2.01005,700,0.543743,32.5158,1.3,11.4152,163,163
60,60,12:37:25,2.07254,1800,-1.90735e-05,-0.00114059,1.3,11.4149,131,131
60,60.2378,12:37:30,2.07254,700,0.237804,14.2207,1.3,15.3783,149,149
60,60.0181,12:37:35,2.07254,1800,0.0180855,1.08151,1.3,15.6798,136,136
60,59.8987,12:37:40,1.00503,700,-0.101295,-6.05747,1.3,13.9915,127,127
60,59.5946,12:37:45,1.00503,1800,-0.405426,-24.2445,1.3,7.2344,102,0
60,60.246,12:37:50,1.00503,700,0.24596,14.7084,1.3,11.3337,146,146
60,59.7267,12:37:56,1.52284,700,-0.273304,-16.3436,1.3,6.77868,110,0
60,59.48,12:38:1,1.52284,1800,-0.520031,-31.0979,1.3,-1.88851,87,0
60,60.1858,12:38:6,1.52284,700,0.185802,11.111,1.3,1.2082,132,132
60,60.2564,12:38:11,3.58974,1800,0.256386,15.3319,1.3,5.4813,140,140
60,60.7017,12:38:16,3.58974,700,0.701744,41.9643,1.3,17.177,179,179
60,60.0645,12:38:21,3.58974,700,0.064476,3.85567,1.3,18.2516,142,142
60,59.7085,12:38:27,2.5,1800,-0.291451,-17.4287,1.3,13.3941,115,0
60,59.8678,12:38:32,2.5,700,-0.13224,-7.90797,1.3,11.1901,123,123
60,60.0298,12:38:37,2.5,1800,0.0297775,1.7807,1.3,11.6864,133,133
60,59.9973,12:38:42,1.00503,700,-0.00271606,-0.162421,1.3,11.6411,131,131
60,60.0914,12:38:47,1.00503,1800,0.0914307,5.46755,1.3,13.165,138,138
60,60.1008,12:38:52,1.00503,700,0.100849,6.03078,1.3,14.8458,140,140
60,60.2966,12:38:58,1.01523,1800,0.296589,17.736,1.3,19.789,157,157
60,60.8519,12:39:3,1.01523,1800,0.85186,50.9412,1.3,33.9866,204,204
60,60.4691,12:39:8,1.01523,1800,0.469093,28.0518,1.3,41.8048,189,189
60,60.1386,12:39:13,2.52525,700,0.138618,8.28938,1.3,44.1152,172,172
60,59.0342,12:39:18,2.52525,700,-0.965843,-57.7574,1.3,28.0178,90,0
60,59.5568,12:39:23,2.52525,1800,-0.443176,-26.5019,1.3,20.6315,114,0
60,59.3656,12:39:29,1.54639,1800,-0.634411,-37.9378,1.3,10.058,92,0
60,59.9796,12:39:34,1.54639,700,-0.0204353,-1.22203,1.3,9.71739,128,128
60,60.2358,12:39:39,1.54639,700,0.23576,14.0984,1.3,13.6467,147,147
60,59.677,12:39:44,2.06186,1800,-0.323021,-19.3167,1.3,8.26304,108,0
60,60.3516,12:39:49,2.06186,1800,0.351604,21.0259,1.3,14.1231,155,155
60,60.76,12:39:54,2.06186,700,0.759968,45.4461,1.3,26.7892,192,192
60,59.8755,12:40:0,2.5641,1800,-0.1245,-7.44512,1.3,24.7142,137,137
60,60.5176,12:40:5,2.5641,700,0.517555,30.9498,1.3,33.3402,184,184
60,59.3643,12:40:10,2.5641,700,-0.635742,-38.0174,1.3,22.7445,104,0
60,59.9794,12:40:15,4.0404,1800,-0.0205688,-1.23002,1.3,22.4016,141,141
60,59.9922,12:40:20,4.0404,1800,-0.00775146,-0.463538,1.3,22.2725,141,141
60,59.9935,12:40:26,4.0404,700,-0.00647736,-0.387346,1.3,22.1645,141,141
60,59.6041,12:40:31,2.01005,1800,-0.395947,-23.6776,1.3,15.5654,111,0
60,59.906,12:40:36,2.01005,700,-0.0939865,-5.62039,1.3,13.9989,128,128
60,59.6927,12:40:41,2.01005,1800,-0.307293,-18.3761,1.3,8.8774,110,0
60,60.0123,12:40:47,0,700,0.0122681,0.73363,1.3,9.08186,129,129
60,60.1416,12:40:52,0,1800,0.141632,8.4696,1.3,11.4424,139,139
60,60.5929,12:40:57,0,700,0.592865,35.4533,1.3,21.3235,176,176
60,59.6153,12:41:2,1.51515,700,-0.384716,-23.006,1.3,14.9115,111,0
60,60.0045,12:41:7,1.51515,1800,0.00453568,0.271233,1.3,14.9871,135,135
60,60.0922,12:41:12,1.51515,700,0.0921555,5.5109,1.3,16.5231,142,142
60,60.4418,12:41:18,2.5641,1800,0.441822,26.421,1.3,23.8868,170,170
60,60.5742,12:41:23,2.5641,1800,0.574188,34.3365,1.3,33.4566,187,187
60,60.1491,12:41:28,2.5641,700,0.14912,8.9174,1.3,35.9419,164,164
60,58.9865,12:41:33,1.01523,700,-1.01349,-60.6066,1.3,19.0504,78,0
60,59.7469,12:41:38,1.01523,1800,-0.253143,-15.138,1.3,14.8314,119,0
60,60.3586,12:41:43,1.01523,1800,0.358589,21.4436,1.3,20.8079,162,162
60,60.3711,12:41:49,0.50505,700,0.371056,22.1891,1.3,26.9921,169,169
60,60.1288,12:41:54,0.50505,1800,0.128807,7.70266,1.3,29.1389,156,156
60,59.715,12:41:59,0.50505,700,-0.285015,-17.0439,1.3,24.3887,127,127
60,58.9431,12:42:4,1.51515,700,-1.0569,-63.2029,1.3,6.77359,63,0
60,59.5477,12:42:9,1.51515,1800,-0.45229,-27.0469,1.3,-0.76457,92,0
60,59.5108,12:42:14,1.51515,700,-0.489227,-29.2558,1.3,-8.91836,81,0
60,60.2376,12:42:20,3.53535,1800,0.237579,14.2072,1.3,-4.9587,129,129
60,60.6025,12:42:25,3.53535,1800,0.602459,36.027,1.3,5.08228,161,161
60,60.639,12:42:30,3.53535,700,0.638954,38.2095,1.3,15.7315,173,173
60,59.8147,12:42:35,2.5,700,-0.185303,-11.0811,1.3,12.6431,121,121
60,59.781,12:42:40,2.5,1800,-0.219025,-13.0977,1.3,8.99273,115,0
60,60.1185,12:42:45,2.5,1800,0.1185,7.08629,1.3,10.9677,138,138
60,60.6393,12:42:51,1.5,700,0.639252,38.2273,1.3,21.6219,179,179
60,59.9608,12:42:56,1.5,1800,-0.0391731,-2.34255,1.3,20.969,138,138
60,59.9904,12:43:1,1.5,700,-0.00961304,-0.57486,1.3,20.8088,140,140
60,59.7985,12:43:6,2.0202,1800,-0.201458,-12.0472,1.3,17.4512,125,125
60,60.2177,12:43:11,2.0202,700,0.217659,13.016,1.3,21.0788,154,154
60,59.7239,12:43:16,2.0202,1800,-0.276131,-16.5126,1.3,16.4767,119,0
60,59.918,12:43:22,1.51515,700,-0.0820122,-4.90433,1.3,15.1098,130,130
60,60.0348,12:43:27,1.51515,1800,0.0348015,2.08113,1.3,15.6898,137,137
60,60.29,12:43:32,1.51515,700,0.289978,17.3407,1.3,20.5228,157,157
60,59.4876,12:43:37,1.52284,700,-0.512398,-30.6414,1.3,11.9828,101,0
60,60.3327,12:43:42,1.52284,1800,0.332664,19.8933,1.3,17.5272,157,157
60,60.7094,12:43:47,1.52284,1800,0.70937,42.4203,1.3,29.35,191,191
60,60.0652,12:43:53,1.0101,700,0.0652351,3.90106,1.3,30.4373,154,154
60,59.806,12:43:58,1.0101,1800,-0.193977,-11.5998,1.3,27.2043,135,135
60,60.0236,12:44:3,1.0101,1800,0.0236092,1.41183,1.3,27.5978,149,149
60,60.1915,12:44:8,2.03046,1800,0.191467,11.4497,1.3,30.789,162,162
